Betrag,ZeitLetzteTx,EntfernungClusterzentrum,EntfernungnaechstesGeraet,letzteHandyEntsperrung,Alter,Fraud,5311,5411,5541,5812,5912,7995,6012,5813,4111,7011
9161.8,10.86,325.41,297.9,3.75,86,1,0,0,0,0,0,1,0,0,0,0
8157.45,4.86,6.22,413.48,18.43,29,0,0,0,0,0,0,0,0,0,0,1
2816.54,6.76,240.29,80.67,2.34,85,1,0,0,0,0,0,1,0,0,0,0
4565.76,2.71,31.85,148.59,53.84,86,0,0,0,0,0,0,0,0,0,1,0
8567.61,9.16,40.32,96.22,0.14,35,0,0,1,0,0,0,0,0,0,0,0
936.87,17.15,67.75,488.32,5.56,18,0,0,0,0,0,0,0,0,0,0,1
916.75,44.98,6.86,346.72,33.44,49,0,0,0,0,0,0,0,0,0,1,0
1591.05,4.5,32.15,86.94,58.49,33,0,0,0,1,0,0,0,0,0,0,0
7444.97,7.44,19.16,477.28,79.26,36,0,0,0,0,0,0,0,0,1,0,0
7309.28,10.36,24.03,431.95,2.61,68,1,0,0,0,0,0,0,0,1,0,0
130.56,6.1,89.73,58.89,9.65,69,0,0,0,0,0,0,1,0,0,0,0
5837.91,27.03,482.7,445.53,3.19,36,0,0,0,0,0,0,0,0,0,1,0
2140.85,28.72,15.06,241.44,25.12,58,1,0,0,0,0,0,0,0,0,1,0
3314.33,0.79,73.6,178.93,17.98,23,0,0,0,1,0,0,0,0,0,0,0
9965.1,10.62,41.62,243.86,1.17,37,0,0,0,0,0,0,0,0,0,0,1
4122.87,7.41,81.26,185.48,2.63,72,0,0,0,0,1,0,0,0,0,0,0
3467.3,2.61,806.55,76.63,26.93,46,0,0,1,0,0,0,0,0,0,0,0
7777.93,46.46,6.16,485.33,4.14,51,0,0,1,0,0,0,0,0,0,0,0
6419.6,6.66,44.31,63.34,12.16,88,1,0,0,0,0,0,1,0,0,0,0
8347.55,1.2,26.53,174.14,32.48,42,0,0,0,0,0,0,0,0,1,0,0
2832.49,2.88,429.68,133.74,37.53,84,0,0,1,0,0,0,0,0,0,0,0
1416.87,4.03,27.67,450.35,39.54,25,0,0,0,1,0,0,0,0,0,0,0
2648.88,2.14,12.1,374.86,8.08,55,0,1,0,0,0,0,0,0,0,0,0
3857.45,1.66,93.97,157.97,20.05,71,0,0,0,0,0,1,0,0,0,0,0
2463.4,7.58,23.79,291.85,24.23,37,0,0,0,0,0,0,1,0,0,0,0
6446,6.67,56.12,94.92,18.15,68,0,0,0,0,0,0,0,0,1,0,0
3384.58,0.61,72.72,234.66,13.61,76,0,1,0,0,0,0,0,0,0,0,0
9509.12,10,1.06,470.42,40.84,68,0,0,0,0,0,0,0,0,1,0,0
5374.84,4.7,993.63,280.88,45.24,54,1,0,0,1,0,0,0,0,0,0,0
2311.81,22.82,31.98,79.36,1.02,46,0,0,0,1,0,0,0,0,0,0,0
6778.4,9.6,66.77,207.69,16.8,79,0,0,0,0,0,0,0,1,0,0,0
4215.46,6.44,19.06,180.44,60.05,28,1,0,0,0,0,0,0,0,0,1,0
64.91,1.75,71.73,317.76,16.6,60,0,1,0,0,0,0,0,0,0,0,0
5022.82,2.77,67.1,498.53,21.06,66,0,0,0,0,1,0,0,0,0,0,0
3775.96,9.35,20.22,184.89,8.81,87,0,0,0,0,0,0,0,1,0,0,0
5209.55,1.2,44.03,179.09,11.04,18,0,1,0,0,0,0,0,0,0,0,0
3622.32,7.47,87.23,169.92,26.61,69,0,0,0,0,0,0,0,1,0,0,0
1303.55,1.76,87.81,109.8,58.45,41,1,0,0,0,0,0,0,1,0,0,0
6835.76,4.92,264.56,387.27,12.86,58,0,0,0,0,0,0,0,0,1,0,0
4420.33,2.26,24.35,317.65,45.04,27,0,0,0,0,0,0,0,0,1,0,0
805.63,9.15,90.53,258.55,27.03,55,0,0,0,0,0,0,0,0,0,1,0
9680.43,14.23,97.13,408.82,47.64,38,0,0,1,0,0,0,0,0,0,0,0
7026.95,2.51,49.05,91.59,11.26,51,0,0,0,0,0,0,0,0,1,0,0
1765,9.39,177.23,268.5,18.96,34,0,0,0,1,0,0,0,0,0,0,0
8183.45,3.94,699.02,374.32,76.72,75,1,0,0,0,0,0,0,1,0,0,0
3143.69,7.81,50.5,213.21,68.2,43,0,0,0,0,0,0,0,0,1,0,0
5884.47,1.33,75.42,360.61,63.25,53,1,0,0,0,0,0,1,0,0,0,0
1383.24,10.67,37.45,273.4,1.54,52,1,1,0,0,0,0,0,0,0,0,0
2209.17,0.05,96.84,96.37,33.69,56,0,0,0,0,0,0,0,0,0,1,0
9234.99,1.42,86.05,236.05,8.44,26,0,0,0,0,1,0,0,0,0,0,0
9371.96,5.31,20.85,197.09,9.75,79,0,0,1,0,0,0,0,0,0,0,0
6558.52,4.49,296.71,5.52,11.77,69,1,0,1,0,0,0,0,0,0,0,0
1065.11,0.17,452.08,158.33,65.06,36,1,1,0,0,0,0,0,0,0,0,0
8884.01,17.68,46.96,272.27,5.69,37,0,0,0,0,0,0,0,0,1,0,0
3731.47,6.38,22.16,477.69,156.77,75,0,1,0,0,0,0,0,0,0,0,0
5753.4,4.28,93.65,437.09,11.59,53,0,0,0,0,0,1,0,0,0,0,0
6034.81,35.46,729.66,272.54,19.8,82,0,0,0,0,1,0,0,0,0,0,0
1822.94,5.64,86.52,458.07,6.14,81,0,0,1,0,0,0,0,0,0,0,0
2662.88,6.96,4.11,220.23,71.85,76,0,0,0,0,0,0,0,0,0,0,1
5412.95,6.55,16.33,94.57,17.17,88,0,0,0,0,0,0,0,0,1,0,0
286.33,5.59,17.07,483.04,45.49,51,0,0,0,1,0,0,0,0,0,0,0
2832.7,3.54,89.73,45.39,13.89,36,0,0,0,0,0,0,0,0,1,0,0
2942.87,6.38,73.67,486.79,24.47,59,0,0,0,0,0,0,0,0,0,0,1
4500.99,4.7,87.96,346.73,0.42,18,0,0,0,0,0,1,0,0,0,0,0
9696.01,17.14,6.03,427.59,7.45,54,0,0,0,1,0,0,0,0,0,0,0
8691.9,9.09,88.47,426.78,103.47,77,0,1,0,0,0,0,0,0,0,0,0
1962.26,8.15,253.94,398.33,34.3,75,1,0,0,0,0,0,1,0,0,0,0
7027.89,20.63,116.45,277.21,10.24,31,1,0,0,1,0,0,0,0,0,0,0
2888.34,7.75,5.53,130.14,24.62,38,0,0,0,0,0,0,0,0,0,0,1
8928.07,8.02,7.56,378.07,31.66,68,0,1,0,0,0,0,0,0,0,0,0
3355.71,1.43,35.08,179.21,83.27,83,0,0,0,0,0,1,0,0,0,0,0
8005.14,17.93,41.43,136.76,22.5,46,0,0,1,0,0,0,0,0,0,0,0
6171.13,3.01,48.96,79.04,87.55,33,0,1,0,0,0,0,0,0,0,0,0
7862.48,13.23,91.96,164.7,25.34,34,0,0,0,0,0,0,0,0,1,0,0
4192.67,7.44,93.38,303.16,19.3,51,0,0,0,1,0,0,0,0,0,0,0
1231.77,5.48,36.73,199.85,3.43,56,0,1,0,0,0,0,0,0,0,0,0
6333.44,39.64,45.63,22.13,8.68,53,0,0,0,0,0,0,0,1,0,0,0
1902.27,14.8,376.22,42.38,27.31,87,0,0,0,0,0,0,0,1,0,0,0
7128.72,18.99,667.23,131.01,23.82,18,0,0,1,0,0,0,0,0,0,0,0
5117.41,1.17,307.38,401.2,85.53,23,1,0,0,0,0,0,1,0,0,0,0
218.13,7.4,808.78,285.1,2.58,57,0,0,0,0,0,0,0,0,1,0,0
1827.73,9.84,18.15,222.36,21.27,51,0,0,0,0,0,0,0,0,1,0,0
5297.24,16.53,61.72,228.42,1.56,78,0,0,0,0,1,0,0,0,0,0,0
1670.63,15.27,11.82,58.26,13.9,52,0,0,0,1,0,0,0,0,0,0,0
135.05,9.61,15.64,52.52,1.38,75,0,0,1,0,0,0,0,0,0,0,0
7954.94,5.96,31.72,170.02,34.49,52,0,0,0,0,0,0,0,0,1,0,0
5476.29,1.46,95.83,147.29,33.89,52,0,0,0,0,0,0,0,0,1,0,0
7542.61,15.88,39.95,145.06,104.65,88,0,0,0,0,0,0,0,0,0,0,1
6924.77,18.01,70.39,397.5,44.02,47,0,1,0,0,0,0,0,0,0,0,0
3229.87,0.07,10.75,473.1,14.66,38,0,0,1,0,0,0,0,0,0,0,0
800.43,0.48,53.49,307.96,32.1,23,1,0,0,0,0,0,1,0,0,0,0
2949.97,0.71,90.48,399.49,71.2,89,1,0,0,0,0,0,1,0,0,0,0
6616.8,35.16,27.17,140.09,26.97,67,0,0,0,0,0,0,0,1,0,0,0
9959.69,6.45,43.41,72.28,3.15,27,0,0,0,0,0,0,1,0,0,0,0
8652.37,11.8,68.58,147.46,49.49,33,1,0,0,0,0,0,1,0,0,0,0
1273.18,14.67,3.31,330.02,1.09,78,0,0,0,0,0,0,0,0,0,0,1
7083.25,7.56,44.58,172.38,3.55,36,0,0,0,0,0,0,0,0,1,0,0
1470.54,3.07,31.65,189.9,28.73,78,0,0,0,0,1,0,0,0,0,0,0
1792.46,2.45,3.21,322.59,89.97,64,0,0,0,0,0,0,0,1,0,0,0
8273.71,6.07,91.85,237.27,32.48,82,0,0,0,1,0,0,0,0,0,0,0
8839.77,1.67,97.7,166.82,30.63,89,1,0,0,0,0,0,1,0,0,0,0
4597.65,23.92,44.13,319.57,28.21,68,1,0,0,1,0,0,0,0,0,0,0
8225.37,3.6,84.13,430.68,8.34,71,0,0,0,0,0,0,0,0,1,0,0
501.3,0.72,50.24,474.37,29.66,85,0,0,0,0,0,0,0,0,0,1,0
9862.21,3.56,27.94,65.51,6.52,24,0,0,0,0,0,1,0,0,0,0,0
4702.95,13.51,25.58,196.43,31.81,58,0,0,0,0,1,0,0,0,0,0,0
6739.46,5.75,805.33,351.34,143.82,52,0,0,0,0,0,0,0,0,0,0,1
6903.27,2.15,57.24,389.62,67.57,41,0,0,0,0,0,0,0,1,0,0,0
8723.31,7.34,10.26,59.35,10.28,49,0,0,0,1,0,0,0,0,0,0,0
7544.03,1.75,85.91,149.69,17.64,62,0,1,0,0,0,0,0,0,0,0,0
326.47,32.84,39.51,480.06,36.95,35,1,0,0,0,0,0,0,0,0,1,0
9256.38,3.08,4.99,152.63,98.94,70,1,0,0,0,0,0,0,0,1,0,0
2425.49,27.87,24.55,357.6,5.26,85,0,0,1,0,0,0,0,0,0,0,0
1540.34,30.48,88.8,416.77,52.19,54,0,1,0,0,0,0,0,0,0,0,0
7147.92,6.48,89.96,494.72,45.75,64,0,0,0,0,0,0,0,0,0,1,0
1199.7,2.24,47.15,177.62,0.47,58,0,0,0,0,1,0,0,0,0,0,0
3581.53,51.4,91.04,45.71,55.36,19,1,0,0,0,0,0,1,0,0,0,0
9975.68,1.63,84.16,156.44,19.64,51,0,0,0,0,0,0,0,1,0,0,0
4315.08,6.25,3.94,322.3,2,28,1,0,0,0,0,0,0,1,0,0,0
3095.91,4.66,88.17,358.64,20.01,40,0,0,0,0,0,0,0,0,0,1,0
1592.47,23.01,756.44,27.14,23.42,46,0,0,0,0,0,0,0,0,1,0,0
9969.73,1.33,931.53,87.7,94.19,64,0,0,0,0,0,0,0,0,1,0,0
5805.78,18.86,32.64,354.56,49.28,81,0,0,0,0,0,0,0,1,0,0,0
2845.2,24.8,88.21,143.38,14.94,74,0,0,0,1,0,0,0,0,0,0,0
965.52,4.03,6.29,162.1,66.15,19,0,0,1,0,0,0,0,0,0,0,0
8714.66,6.53,150.59,36.75,4.59,26,1,0,0,0,0,0,0,0,0,0,1
217.91,26.35,84.88,200.68,9.91,86,0,0,0,0,1,0,0,0,0,0,0
6795.45,4.76,64.84,57.7,4.74,89,0,0,0,0,0,0,0,0,0,0,1
5059.94,11.2,60.96,121.07,11.16,82,0,0,0,1,0,0,0,0,0,0,0
7610.87,4.2,99.48,308.78,55.1,86,0,0,0,0,1,0,0,0,0,0,0
2272.61,0.22,94.91,238,139.04,21,1,0,0,0,0,0,1,0,0,0,0
3903.48,16.04,66.55,111.55,38.26,81,0,0,0,0,0,0,0,0,1,0,0
3711.01,30.13,25.33,224.55,44.6,53,0,0,0,0,1,0,0,0,0,0,0
825.26,15.72,19.45,278.36,30.94,77,0,1,0,0,0,0,0,0,0,0,0
6483.78,7.46,444.32,269.58,68.5,18,1,0,0,0,0,0,0,1,0,0,0
7884.82,12.11,26.94,20.85,140.78,31,1,0,0,0,0,0,1,0,0,0,0
5512.24,3.17,131.67,91.27,98.63,84,0,0,0,0,0,1,0,0,0,0,0
2322.19,13.7,63.04,284.59,46.94,87,0,0,0,1,0,0,0,0,0,0,0
929.57,16.67,80.91,484.04,136.16,45,1,0,0,0,0,0,0,0,1,0,0
9877.33,34.71,68.06,98.1,30.87,61,1,0,0,0,0,0,0,0,0,1,0
7801.63,9.55,0.32,263.41,39.56,18,1,0,1,0,0,0,0,0,0,0,0
3265.82,4.06,0.94,118.43,4.59,39,0,0,0,0,0,0,0,0,1,0,0
8586.96,27.71,673.14,361.3,41.3,67,1,0,0,0,0,0,1,0,0,0,0
4631.46,6.9,77.9,420.84,15.91,79,0,0,0,0,0,0,0,0,0,0,1
9349.44,14.97,23.14,377.85,34.58,89,0,0,0,0,0,1,0,0,0,0,0
9188.1,21.07,32.02,2.33,9.69,67,0,0,0,0,0,0,0,0,0,1,0
6973.31,16.37,24.59,137.08,0.73,78,0,0,0,0,0,0,0,0,1,0,0
2209.66,23.05,490.19,199.22,0.68,55,0,0,0,0,0,0,0,0,0,1,0
9885.45,4.1,46.3,474.48,30.68,77,0,0,0,0,1,0,0,0,0,0,0
6406.46,25.77,571.98,17.8,38.84,62,0,0,0,0,0,0,0,0,0,0,1
7978.03,21.71,30.14,161.03,71.83,50,0,0,0,0,0,0,0,0,1,0,0
5271.08,3.12,97.1,63.97,17.32,80,0,1,0,0,0,0,0,0,0,0,0
9036.09,1.49,32.14,177.97,46,64,0,0,0,0,0,0,0,0,0,1,0
1268.11,8.01,95.16,257.54,48.57,85,1,0,0,1,0,0,0,0,0,0,0
6096.18,6.59,6.25,77.34,10.53,51,0,0,1,0,0,0,0,0,0,0,0
4468.08,4.34,67.69,166.22,113.19,48,0,1,0,0,0,0,0,0,0,0,0
8860.48,10.72,6.84,476.64,24.08,55,1,0,0,0,1,0,0,0,0,0,0
6324.35,3.73,1.22,209.34,0.8,64,0,0,0,0,0,0,1,0,0,0,0
7543.78,27.8,67.01,99.54,57.02,69,1,0,0,0,0,0,1,0,0,0,0
5724.27,4.14,970.14,22.99,13.32,58,0,0,0,0,0,0,0,0,0,0,1
2573.29,4.39,47.1,251.19,30.33,47,0,0,0,0,1,0,0,0,0,0,0
3176.79,1.79,79.94,176.66,21.56,42,0,0,1,0,0,0,0,0,0,0,0
4286.7,10.47,320.18,485.84,55.07,22,1,0,0,1,0,0,0,0,0,0,0
9267.7,11.39,19.92,93.09,14.23,57,0,1,0,0,0,0,0,0,0,0,0
351.73,4.8,2.85,285.11,29.82,60,0,0,0,0,1,0,0,0,0,0,0
2032.64,1.6,91.88,165.74,5.81,71,0,1,0,0,0,0,0,0,0,0,0
6294.01,8.13,58.85,114.14,1.52,61,0,1,0,0,0,0,0,0,0,0,0
1671.26,6.09,58.82,100.03,6.31,85,0,0,0,0,0,0,0,0,0,1,0
930.98,7.52,87.85,287.37,13.56,44,0,0,1,0,0,0,0,0,0,0,0
8018.05,6.38,87.06,275.82,33.32,18,0,1,0,0,0,0,0,0,0,0,0
6525.88,7.73,17.27,395.59,13.84,65,0,0,0,0,1,0,0,0,0,0,0
8917.44,0.17,11.45,128.25,139.33,31,1,0,0,0,0,1,0,0,0,0,0
4243.58,9.75,41.68,382.75,16.49,58,0,1,0,0,0,0,0,0,0,0,0
455.61,9.27,47.14,109.09,1.79,61,0,0,0,0,0,0,0,0,0,1,0
1304.01,0.25,75.29,214.03,18.33,26,0,0,0,0,0,0,1,0,0,0,0
6714.81,1.38,22.28,309.97,39.38,19,1,0,1,0,0,0,0,0,0,0,0
6718.81,5.1,73.06,399.41,29.83,28,0,0,0,0,0,1,0,0,0,0,0
2115.93,9.94,7.04,254.93,9.2,72,1,0,0,0,0,0,1,0,0,0,0
1039.85,5.69,40.64,7.93,7.36,30,0,0,0,0,0,0,0,0,0,0,1
7435.68,8.35,70,167.2,8.31,44,0,1,0,0,0,0,0,0,0,0,0
6120.35,3.88,69.28,95.19,25.53,89,0,1,0,0,0,0,0,0,0,0,0
5565.05,2.26,52,225.24,41.88,77,0,0,0,0,0,0,0,0,1,0,0
5233.3,8.56,87.65,460.96,1.65,35,0,0,0,0,0,0,0,0,0,1,0
4403.43,23.15,93.88,204.11,28.91,45,0,0,0,0,0,0,0,0,1,0,0
5000.63,5.59,2.15,395.24,16.58,21,0,0,0,0,0,0,0,1,0,0,0
5472.71,19.04,17.94,440.89,10.55,88,0,0,0,0,1,0,0,0,0,0,0
94.65,2.53,92.03,32.05,24.69,52,0,0,0,0,0,0,0,0,0,0,1
1780.82,3.63,44.5,66.56,29.64,83,0,0,1,0,0,0,0,0,0,0,0
560.15,9.96,76.43,50.85,5.71,24,0,0,0,0,0,0,0,0,1,0,0
8812.83,1.69,528.1,257.58,69.14,80,1,0,0,0,0,1,0,0,0,0,0
7431.63,4.65,89.18,264.25,11.44,25,0,0,0,0,1,0,0,0,0,0,0
8754.45,3.15,54.04,157.89,5.66,63,1,0,0,0,0,0,1,0,0,0,0
7834.65,7.89,358.77,340.7,41.63,83,0,0,1,0,0,0,0,0,0,0,0
5150.87,1.12,31.1,370.64,25.72,43,0,0,0,0,0,0,0,1,0,0,0
7151.4,5.94,91.03,32.33,0.39,43,0,0,1,0,0,0,0,0,0,0,0
7657.43,8.66,25.66,56.98,46.88,20,0,0,0,0,0,0,0,0,0,1,0
3673.47,12.3,999.32,35.57,23.24,67,1,0,0,0,0,0,0,0,1,0,0
6768.44,12.89,92.94,16.47,67.72,70,0,0,0,0,0,0,0,1,0,0,0
4198.17,25.76,859.76,18.44,70,45,1,0,0,0,0,1,0,0,0,0,0
7693.14,0.63,34.55,140.02,199.1,23,0,0,0,0,0,0,0,1,0,0,0
3142.61,0.04,97.19,38.61,37.75,18,0,0,0,0,0,0,0,0,0,0,1
6648.9,16.94,60.84,61.08,40.73,25,0,0,0,0,0,0,1,0,0,0,0
4988.82,2.99,93.94,488.6,1.61,31,0,1,0,0,0,0,0,0,0,0,0
4284.38,28.37,799.46,184.07,23.35,19,1,0,0,0,0,0,0,1,0,0,0
7148.87,0.6,65.56,25.75,9.71,54,0,0,0,0,0,0,0,0,0,0,1
3612.1,30.59,80.44,464.92,103.57,40,1,0,0,0,0,0,0,0,0,1,0
2189.99,4.61,254.39,374.28,11.14,44,1,0,0,0,0,0,1,0,0,0,0
9805.11,12.67,19.62,293.38,34.21,33,0,0,0,0,0,0,0,1,0,0,0
1478.38,39,95.2,242.32,13.04,62,0,0,0,0,0,0,0,0,0,1,0
4579.11,2.75,42.41,326.93,0.84,86,0,0,0,0,0,0,1,0,0,0,0
3040.96,21,3.37,213.63,62.38,25,0,0,0,1,0,0,0,0,0,0,0
3886.73,40.18,85.42,109.32,37.19,78,0,0,0,0,0,1,0,0,0,0,0
6969.39,0.57,442.4,92.08,22.35,52,0,0,0,0,1,0,0,0,0,0,0
9137.11,11.57,28.8,328.75,55.4,81,0,0,0,0,1,0,0,0,0,0,0
7665.7,1.54,770.01,153.77,45.88,46,1,0,0,0,0,0,1,0,0,0,0
4038.97,0.88,91.89,83.18,20.77,65,0,0,0,0,0,1,0,0,0,0,0
3524.51,12.23,54.19,411.33,28.08,44,0,0,0,1,0,0,0,0,0,0,0
4891.55,1.51,95.22,265.8,14.17,55,1,0,0,0,0,0,1,0,0,0,0
6321.62,12.59,27.6,104.88,77.71,34,0,0,0,0,0,0,0,0,1,0,0
6068.59,8.91,69.79,291.59,8.57,69,0,0,0,0,1,0,0,0,0,0,0
3517.36,29.28,35.6,132.59,31.31,36,0,0,0,0,0,0,0,0,0,0,1
4222.99,4.85,73.05,191.05,51.03,72,0,0,0,0,0,0,1,0,0,0,0
8581.25,4.42,66.67,60.22,48.88,47,0,0,0,0,0,1,0,0,0,0,0
4930.68,3.41,202.91,441.48,95.82,87,1,0,0,0,0,0,0,1,0,0,0
241,2.33,76.32,455.04,1.24,28,0,0,0,0,0,1,0,0,0,0,0
4082.2,4.72,41.06,74.57,32.85,30,0,0,0,0,0,0,0,0,0,0,1
3976.61,6.24,35.49,424.8,4.76,76,1,0,0,0,0,0,0,0,0,1,0
6774.13,12.54,4.33,34.55,0.75,32,0,0,0,0,0,0,0,0,0,0,1
6406.38,15.24,6.23,265.56,40.91,83,1,1,0,0,0,0,0,0,0,0,0
7404.73,16.43,91.44,282.02,36.7,60,0,0,0,0,1,0,0,0,0,0,0
9744.68,7.15,72.64,74.21,6.66,66,0,0,0,0,1,0,0,0,0,0,0
6289.79,13.42,12.74,274.27,26.1,67,1,0,0,0,0,0,1,0,0,0,0
1702.87,26.48,913.23,286.99,19.35,66,0,0,0,0,1,0,0,0,0,0,0
8395.71,4.48,9.1,257.38,31.59,23,0,0,0,0,0,0,0,0,0,0,1
8296.77,6.82,7.23,27.81,7.25,21,0,0,0,0,0,0,1,0,0,0,0
5793.62,55.83,52.4,368.23,33.02,77,1,0,0,0,0,0,0,0,1,0,0
7630.28,13.65,224.84,124.4,6.06,75,0,0,0,0,0,0,0,0,1,0,0
536.76,10.12,90.95,371.16,4.87,32,0,0,0,0,0,0,1,0,0,0,0
9893.79,6.41,97.73,120.48,59.93,86,0,0,1,0,0,0,0,0,0,0,0
5934.27,13.81,7.52,493.61,60.88,57,0,0,0,1,0,0,0,0,0,0,0
9950.64,3.23,177.12,220.05,18.82,33,0,0,0,1,0,0,0,0,0,0,0
9501.75,17.52,563.49,250.08,76.42,24,1,0,1,0,0,0,0,0,0,0,0
713.21,21.78,3.67,234.59,10.96,76,0,0,1,0,0,0,0,0,0,0,0
3689.01,19.36,1,440.63,5.1,50,0,0,0,0,0,0,0,0,0,0,1
7820.84,21.42,33.89,307.19,33.3,75,0,0,0,0,0,1,0,0,0,0,0
6246.99,13.93,962.19,394.54,61.47,84,0,1,0,0,0,0,0,0,0,0,0
1857.1,0.86,214.7,186.53,20.75,61,1,0,0,0,0,0,0,0,1,0,0
3222.8,23.84,39.2,89.3,18.26,61,0,0,0,0,0,0,0,0,1,0,0
1125.79,1.54,17.55,403.74,30.28,40,0,0,0,0,0,0,0,1,0,0,0
1920.1,8.16,619.31,17.86,13.56,21,0,0,0,1,0,0,0,0,0,0,0
8823.79,0.85,76.65,244.88,7.34,30,0,1,0,0,0,0,0,0,0,0,0
7992.53,0.44,14.64,3.96,40.86,35,0,0,0,1,0,0,0,0,0,0,0
5375.77,28.35,24.82,154.88,70.77,29,0,0,0,0,0,0,0,0,0,0,1
5411.26,10.37,27.02,385.22,54.9,36,0,0,0,0,1,0,0,0,0,0,0
3169.2,17,36.4,282.56,34.06,59,0,0,1,0,0,0,0,0,0,0,0
8372.48,1.89,91.38,358.96,9.27,18,0,0,0,1,0,0,0,0,0,0,0
4287.5,14.28,10.64,437.6,41.67,38,1,0,0,1,0,0,0,0,0,0,0
4977.77,4.26,981.04,34.91,4.62,78,0,1,0,0,0,0,0,0,0,0,0
9147.69,5.53,55.54,228.04,1.33,30,0,0,0,0,0,1,0,0,0,0,0
5538.32,2.09,59.39,449.19,2.9,36,0,0,1,0,0,0,0,0,0,0,0
2346.38,13.56,41.51,24.94,19.98,78,0,0,0,0,0,0,0,0,0,1,0
381.43,8.65,2.55,90.27,65.95,83,0,0,0,0,0,0,0,0,1,0,0
607.66,19.85,99.87,147.13,15.81,80,0,0,0,0,0,1,0,0,0,0,0
3846.09,5.75,47.24,393.78,14.42,82,1,0,1,0,0,0,0,0,0,0,0
1673.31,11.07,7.77,438.22,14.54,52,0,0,0,0,0,1,0,0,0,0,0
7156.34,3.39,65.87,106.58,13.55,88,0,0,0,0,0,0,1,0,0,0,0
4896.31,4.48,8.02,196.42,2.85,87,0,0,0,0,0,0,0,1,0,0,0
4830.19,14.47,695.72,476.29,141.42,20,1,0,0,1,0,0,0,0,0,0,0
9006.45,1.97,77.75,203.22,9.2,73,0,0,0,0,0,0,0,0,0,1,0
4376.93,21.41,93.43,77.55,133.11,70,0,1,0,0,0,0,0,0,0,0,0
2461.01,3.56,65.32,163.26,20.22,46,0,0,0,0,0,1,0,0,0,0,0
5007.63,4.45,69.74,139.67,22.3,30,0,0,0,0,0,0,0,0,0,0,1
1837.57,7.85,87.71,487.75,18.49,43,1,0,0,0,0,0,1,0,0,0,0
5823.53,3.96,66.36,147.99,16.01,34,0,1,0,0,0,0,0,0,0,0,0
9750.68,6.13,87.57,199.59,0.66,39,0,0,1,0,0,0,0,0,0,0,0
3878.05,3.86,68.46,409.55,5.89,81,1,0,0,0,0,1,0,0,0,0,0
4295.13,21.03,70.35,205.8,50.91,80,0,0,0,0,0,0,0,0,0,1,0
6698.5,1.44,2.85,188.27,102.49,42,0,0,0,0,0,0,0,0,0,0,1
5352.26,5.51,62.32,168.8,6.5,65,1,0,0,0,0,0,1,0,0,0,0
9544.41,2.37,617.65,483.92,31.46,26,0,0,0,0,0,1,0,0,0,0,0
36.19,1.86,978.11,30.38,16.87,67,0,0,0,1,0,0,0,0,0,0,0
1187.59,38.01,29.25,211.61,32.85,80,0,1,0,0,0,0,0,0,0,0,0
3863.03,4.06,38.35,235.17,18.85,78,0,0,0,0,0,0,0,0,0,0,1
4784.57,5.58,65.61,195.18,25.98,83,0,0,0,0,0,0,0,0,1,0,0
6924.5,5.22,7.2,160.95,2.87,19,0,0,0,0,0,0,1,0,0,0,0
6893.02,12.06,88.7,141.62,16.2,74,0,1,0,0,0,0,0,0,0,0,0
6129.64,42.31,76.04,148.14,21.1,49,0,0,0,0,0,0,0,0,1,0,0
5798.98,2.52,72.51,158.79,5.22,36,0,0,0,1,0,0,0,0,0,0,0
2190.8,18.17,7.98,121.3,39.95,20,0,0,0,0,1,0,0,0,0,0,0
1791.2,5.91,875.9,172,41.58,78,1,0,0,0,0,0,1,0,0,0,0
9426.61,31.24,74.5,9.92,17.12,71,0,0,0,0,0,0,0,0,0,1,0
6978.08,1.73,43.37,316.95,25.52,30,0,0,0,0,0,0,1,0,0,0,0
443.27,15.64,86.32,351.06,15.2,88,0,0,0,0,0,0,0,1,0,0,0
1044.51,8.19,88.73,414.08,17.08,25,0,0,1,0,0,0,0,0,0,0,0
2197,16.91,52.17,230.24,16.64,37,0,0,0,0,0,0,0,0,1,0,0
6848.03,9.88,75.82,219.36,9.41,19,0,0,1,0,0,0,0,0,0,0,0
1959.36,4.14,222.7,62.89,1.71,39,0,1,0,0,0,0,0,0,0,0,0
8137.79,19.66,88.03,238.75,2.05,32,0,0,0,0,0,0,0,1,0,0,0
891.43,6.64,6.83,344.72,10.05,80,0,0,0,0,0,1,0,0,0,0,0
1143.19,25.59,789.46,483.25,65,71,1,0,0,0,0,0,0,0,0,0,1
9950.13,4.37,513.85,499.61,5.05,36,0,0,1,0,0,0,0,0,0,0,0
1872.6,7.62,23.18,425.49,21.82,77,1,0,0,1,0,0,0,0,0,0,0
7777.25,20.25,330.37,387.07,1.3,34,0,0,0,0,0,0,0,0,0,0,1
3436.99,13.69,91.76,296.77,5.42,43,0,0,0,1,0,0,0,0,0,0,0
2566.89,0.31,15.72,328.53,2.89,43,0,0,0,0,0,0,0,1,0,0,0
1649.94,4.34,6.12,318.73,40.9,49,0,0,0,0,1,0,0,0,0,0,0
9785.58,1.85,19.83,101.14,73.89,41,0,0,0,0,0,0,1,0,0,0,0
5110.51,0.78,59.73,185.13,8.69,29,0,0,0,0,0,0,0,0,1,0,0
1860.69,0.05,85.7,307.63,35.86,74,0,0,0,0,0,0,0,1,0,0,0
5323.15,7.66,210.46,167.68,2.85,67,1,0,0,0,1,0,0,0,0,0,0
